id,type,latitude,longitude,streetName,slots
314,BIKE,41.37836,2.129737,Rambla del Brasil,23
355,BIKE,41.37211,2.12859,Carreras i Candi,20
356,BIKE,41.413425,2.163411,Camèlies,21
360,BIKE,41.395213,2.172984,Bailén,5
377,BIKE,41.37747,2.183737,Pl. Ictíneo,10
379,BIKE,41.381709,2.177308,Pl. Sant Miquel,4
380,BIKE,41.385463,2.174252,Duran i Bas,12
392,BIKE,41.390595,2.190681,Ramon Turró,10
396,BIKE,41.389028,2.196844,Joan Miró,9
410,BIKE,41.376433,2.17871,"Passeig de Colom, s/n",18
412,BIKE,41.389012,2.172667,Pl. Urquinaona,8
413,BIKE,41.393512,2.170718,Bruc,2
416,BIKE,41.378134,2.16965,Rambla del Raval,23
421,BIKE,41.377845,2.13923,Plaça de Joan Peiró,10
452,BIKE-ELECTRIC,41.398747,2.186289,(PK) C/ PADILLA,5
483,BIKE-ELECTRIC,41.401752,2.160748,(PK) C/ DE SIRACUSA,10
496,BIKE-ELECTRIC,41.404871,2.175141,C/ DE PROVENÇA,15
13,BIKE,41.386861,2.195761,Avinguda Litoral,4
44,BIKE,41.402165,2.187136,Av Meridiana,13
60,BIKE,41.390349,2.16424,Rambla Catalunya,3
61,BIKE,41.390143,2.164946,Rambla Catalunya,18
72,BIKE,41.392716,2.158811,Provença,17
85,BIKE,41.375076,2.159046,Paral·lel,14
96,BIKE,41.374152,2.148154,Gran Via,4
101,BIKE,41.39243,2.14321,Av. Diagonal,16
105,BIKE,41.389069,2.173424,PL. Urquinaona,2
130,BIKE,41.419905,2.201573,Rambla Guipúscoa,18
135,BIKE,41.411908,2.197936,Gran Vía,13
150,BIKE,41.406549,2.203112,Espronceda,6
153,BIKE,41.401778,2.200769,Pujades,8
168,BIKE,41.405358,2.213677,Selva de Mar,20
169,BIKE,41.389896,2.200055,Avda. Litoral,22
206,BIKE,41.389845,2.13284,Avda. Diagonal,5
213,BIKE,41.393783,2.135078,Sant Fe de Nou Mèxic,7
232,BIKE,41.373509,2.171002,Vilà i Vilà,22
238,BIKE,41.415684,2.190986,Espronceda,8
239,BIKE,41.417323,2.184534,Indústria,24
250,BIKE,41.425905,2.19115,Portugal,19
283,BIKE,41.42968,2.16157,Carrer Fulton,12
287,BIKE,41.389171,2.168113,Gran Via,2
297,BIKE,41.438864,2.176822,Carrer Turó Blau,10
324,BIKE,41.396938,2.136258,Reina Victoria,11
331,BIKE,41.39706,2.12801,Castellnou,28
334,BIKE,41.400722,2.123268,Via Augusta,19
360,BIKE,41.395213,2.172984,Bailén,4
363,BIKE,41.39076,2.1744,Bruc,3
366,BIKE,41.393037,2.14358,Pau Casals,9
369,BIKE,41.400168,2.177948,Consell de Cent,22
373,BIKE,41.375073,2.161305,Av. Paral.lel,31
377,BIKE,41.37747,2.183737,Pl. Ictíneo,9
393,BIKE,41.402177,2.197653,Llacuna,1
396,BIKE,41.389028,2.196844,Joan Miró,7
415,BIKE,41.379374,2.168921,Rambla del Raval,21
416,BIKE,41.378134,2.16965,Rambla del Raval,22
455,BIKE-ELECTRIC,41.388966,2.19917,(PK) AV. DEL LITORAL,4
1,BIKE,41.397952,2.180042,Gran Via Corts Catalanes,26
5,BIKE,41.391075,2.180223,Pg Lluís Companys,13
15,BIKE,41.394812,2.171189,Girona,3
34,BIKE,41.387074,2.175247,Sant Pere Més Alt,15
47,BIKE,41.389076,2.192104,Ramon Trias Fargas,20
50,BIKE,41.375,2.17035,Av. Paral.lel,22
54,BIKE,41.377635,2.170586,Sant Oleguer,12
65,BIKE,41.387678,2.169587,Pl. Catalunya,2
69,BIKE,41.386814,2.195689,Avda. Litoral,11
72,BIKE,41.392716,2.158811,Provença,14
76,BIKE,41.391751,2.153123,Còrsega,10
91,BIKE,41.380452,2.158403,Comte Borrell,27
96,BIKE,41.374152,2.148154,Gran Via,7
101,BIKE,41.39243,2.14321,Av. Diagonal,15
103,BIKE,41.409856,2.188217,Aragó,19
104,BIKE,41.410821,2.187365,C/València,23
113,BIKE,41.37742,2.1647,Sant Pau,21
117,BIKE,41.390666,2.197024,Rosa Sensat,13
121,BIKE,41.406293,2.178689,Castillejos,5
128,BIKE,41.415581,2.19581,Rambla Guipúscoa,26
136,BIKE,41.414226,2.201734,Gran Vía,13
139,BIKE,41.418035,2.206023,Gran Vía,24
144,BIKE,41.40562,2.19764,Castella,6
150,BIKE,41.406549,2.203112,Espronceda,3
158,BIKE,41.411741,2.218546,Rambla de Prim,21
160,BIKE,41.411026,2.219377,Avda. d'Eduard Maristany,0
167,BIKE,41.402561,2.210538,Bac de Roda,8
169,BIKE,41.389896,2.200055,Avda. Litoral,20
174,BIKE,41.40061,2.210461,Passeig de Garcia Fària,11
206,BIKE,41.389845,2.13284,Avda. Diagonal,4
212,BIKE,41.39239,2.130945,Av. Sarrià,14
213,BIKE,41.393783,2.135078,Sant Fe de Nou Mèxic,6
232,BIKE,41.373509,2.171002,Vilà i Vilà,23
239,BIKE,41.417323,2.184534,Indústria,25
286,BIKE,41.403103,2.191428,Bolívia,2
288,BIKE,41.429636,2.174487,Pl. Virrei Amat,27
298,BIKE,41.43463,2.181747,Andreu Nin,5
313,BIKE,41.375366,2.129847,Feliu de Casanova,24
328,BIKE,41.40293,2.13427,Artesa de Segre,18
331,BIKE,41.39706,2.12801,Castellnou,30
334,BIKE,41.400722,2.123268,Via Augusta,21
336,BIKE,41.395274,2.120973,Caponata,19
343,BIKE,41.438886,2.199598,Campana de la Maquinista,6
361,BIKE,41.376292,2.178553,Passeig de Colom,10
366,BIKE,41.393037,2.14358,Pau Casals,7
369,BIKE,41.400168,2.177948,Consell de Cent,20
376,BIKE,41.371663,2.180302,World Trade Center,10
387,BIKE,41.395796,2.178784,Nàpols,12
396,BIKE,41.389028,2.196844,Joan Miró,6
412,BIKE,41.389012,2.172667,Pl. Urquinaona,7
421,BIKE,41.377845,2.13923,Plaça de Joan Peiró,7
29,BIKE,41.401101,2.170082,Provença,8
33,BIKE,41.376862,2.190773,Pontevedra,9
42,BIKE,41.404511,2.189881,Ciutat de Granada,5
49,BIKE,41.39106,2.196457,Rosa Sensat en front,15
54,BIKE,41.377635,2.170586,Sant Oleguer,16
68,BIKE,41.395364,2.157356,Rambla Catalunya,16
69,BIKE,41.386814,2.195689,Avda. Litoral,9
76,BIKE,41.391751,2.153123,Còrsega,8
96,BIKE,41.374152,2.148154,Gran Via,6
117,BIKE,41.390666,2.197024,Rosa Sensat,11
143,BIKE,41.40325,2.19606,Sancho de Ávila,18
156,BIKE,41.409017,2.20881,Diagonal,9
158,BIKE,41.411741,2.218546,Rambla de Prim,19
161,BIKE,41.395009,2.196308,Ramon Turro,5
162,BIKE,41.403908,2.208436,Ramon Turro,6
164,BIKE,41.41194,2.178037,Independència,7
178,BIKE,41.405389,2.216212,Passeig de Garcia Fària,4
182,BIKE,41.371455,2.143882,Gran Via,21
187,BIKE,41.376858,2.169811,Carrer de Sant Pau,17
190,BIKE,41.39606,2.207803,Avinguda Litoral,6
212,BIKE,41.39239,2.130945,Av. Sarrià,15
231,BIKE,41.407202,2.163476,Pi i Margall,11
232,BIKE,41.373509,2.171002,Vilà i Vilà,25
234,BIKE,41.371515,2.162166,Passeig de l'Exposició,7
240,BIKE,41.417763,2.187558,Josep Estivill,13
246,BIKE,41.422844,2.186637,Garcilaso,1
261,BIKE,41.382206,2.160644,Villarroel,18
263,BIKE,41.437814,2.191039,Pg.Torras i Bages,14
272,BIKE,41.432552,2.18429,Concepció Arenal,9
279,BIKE,41.415951,2.174564,Mas Casanovas,14
280,BIKE,41.413986,2.177842,Sant Antoni Mª Claret,21
288,BIKE,41.429636,2.174487,Pl. Virrei Amat,28
296,BIKE,41.436505,2.183877,Carrer de Rosselló i Porcel,14
308,BIKE,41.376788,2.113864,Cardenal Reig,25
315,BIKE,41.415617,2.181966,Guinardó,22
324,BIKE,41.396938,2.136258,Reina Victoria,12
336,BIKE,41.395274,2.120973,Caponata,20
358,BIKE,41.387225,2.17927,Gombau,16
360,BIKE,41.395213,2.172984,Bailén,2
364,BIKE,41.39324,2.16343,Passeig de Gràcia,4
365,BIKE,41.387499,2.14702,Viladomat,21
366,BIKE,41.393037,2.14358,Pau Casals,5
370,BIKE,41.403735,2.172987,Sardenya,29
380,BIKE,41.385463,2.174252,Duran i Bas,10
409,BIKE,41.392358,2.192478,Joan d'Àustria,4
413,BIKE,41.393512,2.170718,Bruc,1
414,BIKE,41.393744,2.176451,Casp,24
418,BIKE,41.390943,2.180251,Passeig de Lluís Companys,18
5,BIKE,41.391075,2.180223,Pg Lluís Companys,12
6,BIKE,41.391349,2.18061,Pg Lluís Companys,29
25,BIKE,41.395179,2.168294,Bruc,12
33,BIKE,41.376862,2.190773,Pontevedra,12
50,BIKE,41.375,2.17035,Av. Paral.lel,21
54,BIKE,41.377635,2.170586,Sant Oleguer,17
56,BIKE,41.377011,2.175834,Portal de Santa Madrona,3
57,BIKE,41.376758,2.177093,La Rambla,15
61,BIKE,41.390143,2.164946,Rambla Catalunya,16
71,BIKE,41.381931,2.162969,Floridablanca,16
76,BIKE,41.391751,2.153123,Còrsega,7
85,BIKE,41.375076,2.159046,Paral·lel,17
86,BIKE,41.37544,2.163,Viladomat,21
92,BIKE,41.39386,2.160237,Provença,4
96,BIKE,41.374152,2.148154,Gran Via,8
105,BIKE,41.389069,2.173424,PL. Urquinaona,7
136,BIKE,41.414226,2.201734,Gran Vía,14
164,BIKE,41.41194,2.178037,Independència,8
190,BIKE,41.39606,2.207803,Avinguda Litoral,7
191,BIKE,41.382564,2.149094,Rocafort,7
193,BIKE,41.381311,2.128912,Figols,22
201,BIKE,41.387787,2.134341,Numància,5
214,BIKE,41.395251,2.133541,José de Agulló,6
218,BIKE,41.404114,2.183203,Consell de Cent,24
239,BIKE,41.417323,2.184534,Indústria,23
260,BIKE,41.43618,2.192952,Plaça de l'Estació,6
262,BIKE,41.379821,2.152496,Rocafort,32
277,BIKE,41.408284,2.16905,Travessera de Gràcia,10
293,BIKE,41.428388,2.163101,Granollers,19
303,BIKE,41.393341,2.115076,Cavallers,0
306,BIKE,41.385465,2.122912,Doctor Salvador Cardenal,18
315,BIKE,41.415617,2.181966,Guinardó,24
326,BIKE,41.407384,2.1383,Balmes,28
329,BIKE,41.402879,2.128541,Carrer de les Escoles Pies,9
336,BIKE,41.395274,2.120973,Caponata,21
364,BIKE,41.39324,2.16343,Passeig de Gràcia,5
366,BIKE,41.393037,2.14358,Pau Casals,6
371,BIKE,41.404027,2.181264,Carrer dels Enamorats,17
377,BIKE,41.37747,2.183737,Pl. Ictíneo,8
386,BIKE,41.375086,2.156848,Av.Paral.lel,25
400,BIKE,41.36958,2.188017,Moll Oriental,22
410,BIKE,41.376433,2.17871,"Passeig de Colom, s/n",17
415,BIKE,41.379374,2.168921,Rambla del Raval,24
416,BIKE,41.378134,2.16965,Rambla del Raval,25
420,BIKE,41.374213,2.148082,Gran Via,14
460,BIKE-ELECTRIC,41.385702,2.177316,(PK) AV. FRANCESC CAMBÓ,5
465,BIKE-ELECTRIC,41.40542,2.142456,(PK) RDA. DEL GENERAL MITRE,9
3,BIKE,41.394072,2.183441,Nàpols,10
6,BIKE,41.391349,2.18061,Pg Lluís Companys,25
17,BIKE,41.398237,2.186711,Av. Meridiana,9
44,BIKE,41.402165,2.187136,Av Meridiana,15
54,BIKE,41.377635,2.170586,Sant Oleguer,19
73,BIKE,41.392278,2.156183,Enric Granados,4
80,BIKE,41.389687,2.159999,Enric Granados,11
90,BIKE,41.38834,2.150825,Rosselló,16
91,BIKE,41.380452,2.158403,Comte Borrell,15
96,BIKE,41.374152,2.148154,Gran Via,10
100,BIKE,41.379135,2.14409,Tarragona,4
127,BIKE,41.412322,2.19142,Aragó,21
136,BIKE,41.414226,2.201734,Gran Vía,15
139,BIKE,41.418035,2.206023,Gran Vía,25
150,BIKE,41.406549,2.203112,Espronceda,15
153,BIKE,41.401778,2.200769,Pujades,1
155,BIKE,41.406977,2.207602,Pujades,13
158,BIKE,41.411741,2.218546,Rambla de Prim,20
172,BIKE,41.391831,2.203436,Passeig Marítim de la Nova Icària,20
180,BIKE,41.36778,2.13926,Gran Via,3
185,BIKE,41.37046,2.138994,Gavà,17
190,BIKE,41.39606,2.207803,Avinguda Litoral,4
196,BIKE,41.383241,2.139363,Berlín,23
212,BIKE,41.39239,2.130945,Av. Sarrià,16
230,BIKE,41.405986,2.151633,C. De Nil Fabra,9
251,BIKE,41.425405,2.185226,Cardenal Tedeschini,31
260,BIKE,41.43618,2.192952,Plaça de l'Estació,5
293,BIKE,41.428388,2.163101,Granollers,20
304,BIKE,41.390208,2.121029,Manuel Girona,27
309,BIKE,41.37674,2.116973,Sant Ramón Nonat,6
315,BIKE,41.415617,2.181966,Guinardó,23
316,BIKE,41.422212,2.198316,Cantàbria,25
331,BIKE,41.39706,2.12801,Castellnou,11
340,BIKE,41.436145,2.204634,Sant Adrià,14
345,BIKE,41.363093,2.139771,Pl. Teresa de Claramunt,12
377,BIKE,41.37747,2.183737,Pl. Ictíneo,7
394,BIKE,41.38733,2.16305,Diputació,13
402,BIKE,41.380565,2.182119,Passeig de Colom,0
421,BIKE,41.377845,2.13923,Plaça de Joan Peiró,8
425,BIKE,41.37652,2.1749,Carrer de Cervelló,14
1,BIKE,41.397952,2.180042,Gran Via Corts Catalanes,21
6,BIKE,41.391349,2.18061,Pg Lluís Companys,26
8,BIKE,41.389088,2.183568,Pg Lluís Companys,21
17,BIKE,41.398237,2.186711,Av. Meridiana,8
20,BIKE,41.410166,2.175759,Cartagena,17
21,BIKE,41.410897,2.17402,Sant Antoni Maria Claret,14
23,BIKE,41.392526,2.171812,Bruc,15
33,BIKE,41.376862,2.190773,Pontevedra,13
34,BIKE,41.387074,2.175247,Sant Pere Més Alt,13
49,BIKE,41.39106,2.196457,Rosa Sensat en front,11
54,BIKE,41.377635,2.170586,Sant Oleguer,18
55,BIKE,41.381154,2.173497,La Rambla,8
67,BIKE,41.385012,2.145843,Rocafort,22
69,BIKE,41.386814,2.195689,Avda. Litoral,24
70,BIKE,41.380347,2.160695,Comte Urgell,17
91,BIKE,41.380452,2.158403,Comte Borrell,17
92,BIKE,41.39386,2.160237,Provença,6
100,BIKE,41.379135,2.14409,Tarragona,1
101,BIKE,41.39243,2.14321,Av. Diagonal,12
109,BIKE,41.390981,2.14737,C/ Londres,7
110,BIKE,41.385377,2.154878,Avda. Roma,2
113,BIKE,41.37742,2.1647,Sant Pau,18
116,BIKE,41.383718,2.191414,Salvat Papasseit,9
121,BIKE,41.406293,2.178689,Castillejos,10
136,BIKE,41.414226,2.201734,Gran Vía,16
151,BIKE,41.40065,2.19719,Pallars,23
160,BIKE,41.411026,2.219377,Avda. d'Eduard Maristany,2
162,BIKE,41.403908,2.208436,Ramon Turro,5
170,BIKE,41.389732,2.199934,Avda. Litoral,17
179,BIKE,41.363511,2.13677,Pg. Zona Franca,2
194,BIKE,41.381013,2.132319,Joan Güell,22
195,BIKE,41.381888,2.135433,Vallespir,26
201,BIKE,41.387787,2.134341,Numància,4
211,BIKE,41.398848,2.190291,Sancho de Ávila,25
212,BIKE,41.39239,2.130945,Av. Sarrià,19
243,BIKE,41.423939,2.181298,Alenxadre Galí,21
246,BIKE,41.422844,2.186637,Garcilaso,0
247,BIKE,41.421992,2.184806,Felipe II,3
283,BIKE,41.42968,2.16157,Carrer Fulton,13
301,BIKE,41.437053,2.169644,Marie Curie,7
329,BIKE,41.402879,2.128541,Carrer de les Escoles Pies,11
338,BIKE,41.397572,2.119506,Avinguda de J.Foix,12
345,BIKE,41.363093,2.139771,Pl. Teresa de Claramunt,10
354,BIKE,41.37592,2.13008,Rambla del Brasil,22
361,BIKE,41.376292,2.178553,Passeig de Colom,15
365,BIKE,41.387499,2.14702,Viladomat,22
376,BIKE,41.371663,2.180302,World Trade Center,13
377,BIKE,41.37747,2.183737,Pl. Ictíneo,6
389,BIKE,41.38739,2.1875,Recinte Parc de la Ciutadella,14
390,BIKE,41.386955,2.18195,Comerç,8
398,BIKE,41.381011,2.193502,Passeig Marítim de la Barceloneta,21
416,BIKE,41.378134,2.16965,Rambla del Raval,24
420,BIKE,41.374213,2.148082,Gran Via,16
492,BIKE-ELECTRIC,41.394232,2.175278,PL. DE TETUAN,14
493,BIKE-ELECTRIC,41.38186,2.177086,PL. SANT MIQUEL,17
5,BIKE,41.391075,2.180223,Pg Lluís Companys,18
23,BIKE,41.392526,2.171812,Bruc,17
24,BIKE,41.400659,2.179111,Marina,13
28,BIKE,41.405422,2.17064,Sardenya,20
30,BIKE,41.402046,2.182286,Diagonal,10
37,BIKE,41.381226,2.181888,Pl. Antonio López,17
70,BIKE,41.380347,2.160695,Comte Urgell,15
83,BIKE,41.384075,2.153654,Comte Borrell,15
89,BIKE,41.387953,2.150169,Rosselló,25
96,BIKE,41.374152,2.148154,Gran Via,11
100,BIKE,41.379135,2.14409,Tarragona,0
109,BIKE,41.390981,2.14737,C/ Londres,9
110,BIKE,41.385377,2.154878,Avda. Roma,4
116,BIKE,41.383718,2.191414,Salvat Papasseit,10
122,BIKE,41.405435,2.16624,Nàpols,7
124,BIKE,41.370297,2.187808,Passeig Joan de Borbó,12
136,BIKE,41.414226,2.201734,Gran Vía,17
159,BIKE,41.410882,2.216703,Avda. Diagonal,0
160,BIKE,41.411026,2.219377,Avda. d'Eduard Maristany,1
162,BIKE,41.403908,2.208436,Ramon Turro,4
169,BIKE,41.389896,2.200055,Avda. Litoral,21
201,BIKE,41.387787,2.134341,Numància,6
207,BIKE,41.390828,2.136665,Avda. Diagonal,2
212,BIKE,41.39239,2.130945,Av. Sarrià,20
218,BIKE,41.404114,2.183203,Consell de Cent,13
231,BIKE,41.407202,2.163476,Pi i Margall,17
235,BIKE,41.375065,2.165839,Paral.lel,26
239,BIKE,41.417323,2.184534,Indústria,10
242,BIKE,41.424451,2.177284,Ramon Albó,15
243,BIKE,41.423939,2.181298,Alenxadre Galí,20
276,BIKE,41.412163,2.165275,Plaça Alfons X el Savi / Ronda del Guinardó,12
294,BIKE,41.436373,2.170678,Seu del Districte (Nou Barris),3
299,BIKE,41.433965,2.175199,Carrer de l'Escultor Ordóñez,5
301,BIKE,41.437053,2.169644,Marie Curie,5
304,BIKE,41.390208,2.121029,Manuel Girona,26
306,BIKE,41.385465,2.122912,Doctor Salvador Cardenal,10
326,BIKE,41.407384,2.1383,Balmes,29
331,BIKE,41.39706,2.12801,Castellnou,12
336,BIKE,41.395274,2.120973,Caponata,22
350,BIKE,41.391833,2.14812,Villarroel,4
356,BIKE,41.413425,2.163411,Camèlies,15
364,BIKE,41.39324,2.16343,Passeig de Gràcia,15
380,BIKE,41.385463,2.174252,Duran i Bas,9
390,BIKE,41.386955,2.18195,Comerç,5
402,BIKE,41.380565,2.182119,Passeig de Colom,21
419,BIKE,41.391299,2.180828,Passeig de Lluís Companys,21
420,BIKE,41.374213,2.148082,Gran Via,18
466,BIKE-ELECTRIC,41.415745,2.180684,(PK) PG. MARAGALL,8
481,BIKE-ELECTRIC,41.383036,2.150337,(PK) C/ DE VALÈNCIA,6
6,BIKE,41.391349,2.18061,Pg Lluís Companys,12
12,BIKE,41.384538,2.195679,Pg Marítim Barceloneta,11
21,BIKE,41.410897,2.17402,Sant Antoni Maria Claret,16
45,BIKE,41.391401,2.189399,Marina,6
53,BIKE,41.385227,2.173878,Pl. Carles Pi i Sunyer,21
54,BIKE,41.377635,2.170586,Sant Oleguer,15
56,BIKE,41.377011,2.175834,Portal de Santa Madrona,4
79,BIKE,41.38547,2.16333,Pl. Universitat,9
80,BIKE,41.389687,2.159999,Enric Granados,8
83,BIKE,41.384075,2.153654,Comte Borrell,16
84,BIKE,41.383047,2.157033,Comte d'Urgell,12
85,BIKE,41.375076,2.159046,Paral·lel,19
87,BIKE,41.383156,2.148506,Mallorca,20
101,BIKE,41.39243,2.14321,Av. Diagonal,10
108,BIKE,41.402314,2.164961,Indústria,7
124,BIKE,41.370297,2.187808,Passeig Joan de Borbó,16
128,BIKE,41.415581,2.19581,Rambla Guipúscoa,13
148,BIKE,41.378436,2.163324,Ronda Sant Pau,18
155,BIKE,41.406977,2.207602,Pujades,12
158,BIKE,41.411741,2.218546,Rambla de Prim,16
161,BIKE,41.395009,2.196308,Ramon Turro,10
164,BIKE,41.41194,2.178037,Independència,12
191,BIKE,41.382564,2.149094,Rocafort,9
208,BIKE,41.391451,2.139116,Avda. Diagonal,2
239,BIKE,41.417323,2.184534,Indústria,8
246,BIKE,41.422844,2.186637,Garcilaso,3
266,BIKE,41.426841,2.184238,Concepció Arenal,19
288,BIKE,41.429636,2.174487,Pl. Virrei Amat,29
304,BIKE,41.390208,2.121029,Manuel Girona,25
326,BIKE,41.407384,2.1383,Balmes,30
327,BIKE,41.405,2.13453,Reus,14
330,BIKE,41.400587,2.130658,Doctor Carulla,8
336,BIKE,41.395274,2.120973,Caponata,23
342,BIKE,41.403502,2.193702,Roc Boronat,16
370,BIKE,41.403735,2.172987,Sardenya,28
372,BIKE,41.400167,2.184362,Ribes,22
390,BIKE,41.386955,2.18195,Comerç,4
395,BIKE,41.386009,2.170212,Pl. Catalunya,19
402,BIKE,41.380565,2.182119,Passeig de Colom,24
415,BIKE,41.379374,2.168921,Rambla del Raval,12
420,BIKE,41.374213,2.148082,Gran Via,19
424,BIKE,41.379632,2.192662,"Passeig Marítim de la Barceloneta, devant del 5-7",19
492,BIKE-ELECTRIC,41.394232,2.175278,PL. DE TETUAN,13
5,BIKE,41.391075,2.180223,Pg Lluís Companys,21
6,BIKE,41.391349,2.18061,Pg Lluís Companys,15
24,BIKE,41.400659,2.179111,Marina,5
30,BIKE,41.402046,2.182286,Diagonal,9
32,BIKE,41.373698,2.188927,Plaça del Mar,22
38,BIKE,41.381129,2.186397,Pl. Pau Vila,0
42,BIKE,41.404511,2.189881,Ciutat de Granada,9
70,BIKE,41.380347,2.160695,Comte Urgell,13
85,BIKE,41.375076,2.159046,Paral·lel,22
91,BIKE,41.380452,2.158403,Comte Borrell,18
126,BIKE,41.380641,2.182243,Passeig de Colom,21
133,BIKE,41.407411,2.192819,Gran Vía,0
140,BIKE,41.38063,2.15614,Viladomat,9
142,BIKE,41.400503,2.192511,Sancho de Ávila,24
149,BIKE,41.395905,2.192958,Pujades,12
154,BIKE,41.402454,2.201656,Pujades,11
157,BIKE,41.412947,2.217819,C/ LLULL - RBLA. PRIM,23
159,BIKE,41.410882,2.216703,Avda. Diagonal,3
161,BIKE,41.395009,2.196308,Ramon Turro,12
175,BIKE,41.40666,2.20956,Llull / Provençals,15
200,BIKE,41.383756,2.131273,Can bruixa,17
212,BIKE,41.39239,2.130945,Av. Sarrià,22
216,BIKE,41.396809,2.144534,Madrazo,18
241,BIKE,41.419337,2.180482,Teodor Llorente,22
247,BIKE,41.421992,2.184806,Felipe II,6
280,BIKE,41.413986,2.177842,Sant Antoni Mª Claret,22
283,BIKE,41.42968,2.16157,Carrer Fulton,14
286,BIKE,41.403103,2.191428,Bolívia,14
294,BIKE,41.436373,2.170678,Seu del Districte (Nou Barris),2
304,BIKE,41.390208,2.121029,Manuel Girona,24
309,BIKE,41.37674,2.116973,Sant Ramón Nonat,8
327,BIKE,41.405,2.13453,Reus,15
331,BIKE,41.39706,2.12801,Castellnou,10
345,BIKE,41.363093,2.139771,Pl. Teresa de Claramunt,5
350,BIKE,41.391833,2.14812,Villarroel,3
361,BIKE,41.376292,2.178553,Passeig de Colom,17
372,BIKE,41.400167,2.184362,Ribes,24
375,BIKE,41.372154,2.180701,World Trade Center,25
390,BIKE,41.386955,2.18195,Comerç,3
395,BIKE,41.386009,2.170212,Pl. Catalunya,17
423,BIKE,41.420201,2.189532,Carrer d'Hondures,13
468,BIKE-ELECTRIC,41.430201,2.187974,(PK) C/ DE LES MONGES,7
480,BIKE-ELECTRIC,41.381516,2.170239,(PK) C/ DELS FLORISTES DE LA RAMBLA,7
5,BIKE,41.391075,2.180223,Pg Lluís Companys,19
24,BIKE,41.400659,2.179111,Marina,8
38,BIKE,41.381129,2.186397,Pl. Pau Vila,11
41,BIKE,41.379326,2.189906,Pl. Poeta Boscà/Atlàntida,3
114,BIKE,41.376801,2.173039,Pl. Jean Genet,16
123,BIKE,41.398013,2.166978,Girona,1
124,BIKE,41.370297,2.187808,Passeig Joan de Borbó,14
133,BIKE,41.407411,2.192819,Gran Vía,1
156,BIKE,41.409017,2.20881,Diagonal,18
161,BIKE,41.395009,2.196308,Ramon Turro,14
162,BIKE,41.403908,2.208436,Ramon Turro,13
170,BIKE,41.389732,2.199934,Avda. Litoral,13
191,BIKE,41.382564,2.149094,Rocafort,13
199,BIKE,41.38182,2.126933,Mejía Lequerica,10
200,BIKE,41.383756,2.131273,Can bruixa,16
205,BIKE,41.387465,2.130838,Europa,20
212,BIKE,41.39239,2.130945,Av. Sarrià,21
229,BIKE,41.405107,2.156874,Carrer de la Santacreu,10
238,BIKE,41.415684,2.190986,Espronceda,9
239,BIKE,41.417323,2.184534,Indústria,6
302,BIKE,41.39065,2.111615,Cavallers,26
324,BIKE,41.396938,2.136258,Reina Victoria,13
330,BIKE,41.400587,2.130658,Doctor Carulla,9
343,BIKE,41.438886,2.199598,Campana de la Maquinista,5
345,BIKE,41.363093,2.139771,Pl. Teresa de Claramunt,3
353,BIKE,41.375414,2.123191,Munné,3
355,BIKE,41.37211,2.12859,Carreras i Candi,18
360,BIKE,41.395213,2.172984,Bailén,6
365,BIKE,41.387499,2.14702,Viladomat,24
371,BIKE,41.404027,2.181264,Carrer dels Enamorats,22
372,BIKE,41.400167,2.184362,Ribes,23
391,BIKE,41.422873,2.191204,Sagrera,13
393,BIKE,41.402177,2.197653,Llacuna,19
414,BIKE,41.393744,2.176451,Casp,3
416,BIKE,41.378134,2.16965,Rambla del Raval,17
419,BIKE,41.391299,2.180828,Passeig de Lluís Companys,11
420,BIKE,41.374213,2.148082,Gran Via,17
423,BIKE,41.420201,2.189532,Carrer d'Hondures,15
426,BIKE,41.398305,2.183023,Carrer de Ribes,16
5,BIKE,41.391075,2.180223,Pg Lluís Companys,20
31,BIKE,41.37481,2.18895,Plaça del Mar,6
42,BIKE,41.404511,2.189881,Ciutat de Granada,13
61,BIKE,41.390143,2.164946,Rambla Catalunya,11
69,BIKE,41.386814,2.195689,Avda. Litoral,18
70,BIKE,41.380347,2.160695,Comte Urgell,12
74,BIKE,41.390062,2.143272,Josep Tarradellas,10
85,BIKE,41.375076,2.159046,Paral·lel,20
88,BIKE,41.393547,2.150764,Londres,4
96,BIKE,41.374152,2.148154,Gran Via,14
102,BIKE,41.39218,2.14213,Av. Diagonal,7
118,BIKE,41.392212,2.187847,Sardenya,12
119,BIKE,41.396684,2.182447,Sardenya,13
123,BIKE,41.398013,2.166978,Girona,2
138,BIKE,41.416966,2.205397,Gran Vía,10
148,BIKE,41.378436,2.163324,Ronda Sant Pau,21
154,BIKE,41.402454,2.201656,Pujades,10
157,BIKE,41.412947,2.217819,C/ LLULL - RBLA. PRIM,22
160,BIKE,41.411026,2.219377,Avda. d'Eduard Maristany,6
170,BIKE,41.389732,2.199934,Avda. Litoral,12
195,BIKE,41.381888,2.135433,Vallespir,27
199,BIKE,41.38182,2.126933,Mejía Lequerica,11
203,BIKE,41.388742,2.128503,Avda. Diagonal,18
212,BIKE,41.39239,2.130945,Av. Sarrià,23
254,BIKE,41.429985,2.190163,Gran de Sant Andreu,22
274,BIKE,41.430071,2.18473,Rambla Fabra i Puig,24
279,BIKE,41.415951,2.174564,Mas Casanovas,16
293,BIKE,41.428388,2.163101,Granollers,21
307,BIKE,41.379135,2.113505,Pintor Ribalta,31
318,BIKE,41.413406,2.171331,Cartagena,20
